"","Borough","GSS_Code","MajorText","Date","count_by_borough"
"630","Barking and Dagenham","E09000002","Sexual Offences",2016-10-01,38
"631","Barking and Dagenham","E09000002","Theft and Handling",2016-10-01,467
"632","Barking and Dagenham","E09000002","Violence Against the Person",2016-10-01,445
"633","Barking and Dagenham","E09000002","Arson and Criminal Damage",2016-11-01,141
"634","Barking and Dagenham","E09000002","Burglary",2016-11-01,97
"635","Barking and Dagenham","E09000002","Drug Offences",2016-11-01,61
"636","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2016-11-01,28
"637","Barking and Dagenham","E09000002","Robbery",2016-11-01,35
"638","Barking and Dagenham","E09000002","Sexual Offences",2016-11-01,35
"639","Barking and Dagenham","E09000002","Theft and Handling",2016-11-01,466
"640","Barking and Dagenham","E09000002","Violence Against the Person",2016-11-01,491
"641","Barking and Dagenham","E09000002","Arson and Criminal Damage",2016-12-01,131
"642","Barking and Dagenham","E09000002","Burglary",2016-12-01,119
"643","Barking and Dagenham","E09000002","Drug Offences",2016-12-01,60
"644","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2016-12-01,27
"645","Barking and Dagenham","E09000002","Robbery",2016-12-01,40
"646","Barking and Dagenham","E09000002","Sexual Offences",2016-12-01,37
"647","Barking and Dagenham","E09000002","Theft and Handling",2016-12-01,451
"648","Barking and Dagenham","E09000002","Violence Against the Person",2016-12-01,452
"649","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-01-01,135
"650","Barking and Dagenham","E09000002","Burglary",2017-01-01,158
"651","Barking and Dagenham","E09000002","Drug Offences",2017-01-01,66
"652","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-01-01,27
"653","Barking and Dagenham","E09000002","Robbery",2017-01-01,31
"654","Barking and Dagenham","E09000002","Sexual Offences",2017-01-01,32
"655","Barking and Dagenham","E09000002","Theft and Handling",2017-01-01,470
"656","Barking and Dagenham","E09000002","Violence Against the Person",2017-01-01,431
"657","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-02-01,139
"658","Barking and Dagenham","E09000002","Burglary",2017-02-01,201
"659","Barking and Dagenham","E09000002","Drug Offences",2017-02-01,44
"660","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-02-01,34
"661","Barking and Dagenham","E09000002","Robbery",2017-02-01,48
"662","Barking and Dagenham","E09000002","Sexual Offences",2017-02-01,31
"663","Barking and Dagenham","E09000002","Theft and Handling",2017-02-01,463
"664","Barking and Dagenham","E09000002","Violence Against the Person",2017-02-01,430
"665","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-03-01,150
"666","Barking and Dagenham","E09000002","Burglary",2017-03-01,156
"667","Barking and Dagenham","E09000002","Drug Offences",2017-03-01,74
"668","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-03-01,34
"669","Barking and Dagenham","E09000002","Robbery",2017-03-01,50
"670","Barking and Dagenham","E09000002","Sexual Offences",2017-03-01,43
"671","Barking and Dagenham","E09000002","Theft and Handling",2017-03-01,495
"672","Barking and Dagenham","E09000002","Violence Against the Person",2017-03-01,575
"673","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-04-01,162
"674","Barking and Dagenham","E09000002","Burglary",2017-04-01,150
"675","Barking and Dagenham","E09000002","Drug Offences",2017-04-01,45
"676","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-04-01,29
"677","Barking and Dagenham","E09000002","Robbery",2017-04-01,66
"678","Barking and Dagenham","E09000002","Sexual Offences",2017-04-01,31
"679","Barking and Dagenham","E09000002","Theft and Handling",2017-04-01,506
"680","Barking and Dagenham","E09000002","Violence Against the Person",2017-04-01,479
"681","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-05-01,158
"682","Barking and Dagenham","E09000002","Burglary",2017-05-01,195
"683","Barking and Dagenham","E09000002","Drug Offences",2017-05-01,70
"684","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-05-01,30
"685","Barking and Dagenham","E09000002","Robbery",2017-05-01,58
"686","Barking and Dagenham","E09000002","Sexual Offences",2017-05-01,30
"687","Barking and Dagenham","E09000002","Theft and Handling",2017-05-01,566
"688","Barking and Dagenham","E09000002","Violence Against the Person",2017-05-01,580
"689","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-06-01,169
"690","Barking and Dagenham","E09000002","Burglary",2017-06-01,128
"691","Barking and Dagenham","E09000002","Drug Offences",2017-06-01,44
"692","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-06-01,30
"693","Barking and Dagenham","E09000002","Robbery",2017-06-01,80
"694","Barking and Dagenham","E09000002","Sexual Offences",2017-06-01,35
"695","Barking and Dagenham","E09000002","Theft and Handling",2017-06-01,526
"696","Barking and Dagenham","E09000002","Violence Against the Person",2017-06-01,554
"697","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-07-01,155
"698","Barking and Dagenham","E09000002","Burglary",2017-07-01,166
"699","Barking and Dagenham","E09000002","Drug Offences",2017-07-01,64
"700","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-07-01,37
"701","Barking and Dagenham","E09000002","Robbery",2017-07-01,122
"702","Barking and Dagenham","E09000002","Sexual Offences",2017-07-01,42
"703","Barking and Dagenham","E09000002","Theft and Handling",2017-07-01,500
"704","Barking and Dagenham","E09000002","Violence Against the Person",2017-07-01,606
"705","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-08-01,179
"706","Barking and Dagenham","E09000002","Burglary",2017-08-01,128
"707","Barking and Dagenham","E09000002","Drug Offences",2017-08-01,54
"708","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-08-01,34
"709","Barking and Dagenham","E09000002","Robbery",2017-08-01,78
"710","Barking and Dagenham","E09000002","Sexual Offences",2017-08-01,40
"711","Barking and Dagenham","E09000002","Theft and Handling",2017-08-01,533
"712","Barking and Dagenham","E09000002","Violence Against the Person",2017-08-01,536
"713","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-09-01,145
"714","Barking and Dagenham","E09000002","Burglary",2017-09-01,119
"715","Barking and Dagenham","E09000002","Drug Offences",2017-09-01,52
"716","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-09-01,43
"717","Barking and Dagenham","E09000002","Robbery",2017-09-01,78
"718","Barking and Dagenham","E09000002","Sexual Offences",2017-09-01,24
"719","Barking and Dagenham","E09000002","Theft and Handling",2017-09-01,523
"720","Barking and Dagenham","E09000002","Violence Against the Person",2017-09-01,537
"721","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-10-01,150
"722","Barking and Dagenham","E09000002","Burglary",2017-10-01,167
"723","Barking and Dagenham","E09000002","Drug Offences",2017-10-01,83
"724","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-10-01,27
"725","Barking and Dagenham","E09000002","Robbery",2017-10-01,84
"726","Barking and Dagenham","E09000002","Sexual Offences",2017-10-01,48
"727","Barking and Dagenham","E09000002","Theft and Handling",2017-10-01,512
"728","Barking and Dagenham","E09000002","Violence Against the Person",2017-10-01,542
"729","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-11-01,116
"730","Barking and Dagenham","E09000002","Burglary",2017-11-01,138
"731","Barking and Dagenham","E09000002","Drug Offences",2017-11-01,85
"732","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-11-01,35
"733","Barking and Dagenham","E09000002","Robbery",2017-11-01,94
"734","Barking and Dagenham","E09000002","Sexual Offences",2017-11-01,53
"735","Barking and Dagenham","E09000002","Theft and Handling",2017-11-01,474
"736","Barking and Dagenham","E09000002","Violence Against the Person",2017-11-01,502
"737","Barking and Dagenham","E09000002","Arson and Criminal Damage",2017-12-01,124
"738","Barking and Dagenham","E09000002","Burglary",2017-12-01,169
"739","Barking and Dagenham","E09000002","Drug Offences",2017-12-01,57
"740","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2017-12-01,31
"741","Barking and Dagenham","E09000002","Robbery",2017-12-01,75
"742","Barking and Dagenham","E09000002","Sexual Offences",2017-12-01,34
"743","Barking and Dagenham","E09000002","Theft and Handling",2017-12-01,435
"744","Barking and Dagenham","E09000002","Violence Against the Person",2017-12-01,501
"745","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-01-01,142
"746","Barking and Dagenham","E09000002","Burglary",2018-01-01,205
"747","Barking and Dagenham","E09000002","Drug Offences",2018-01-01,65
"748","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-01-01,29
"749","Barking and Dagenham","E09000002","Robbery",2018-01-01,68
"750","Barking and Dagenham","E09000002","Sexual Offences",2018-01-01,39
"751","Barking and Dagenham","E09000002","Theft and Handling",2018-01-01,448
"752","Barking and Dagenham","E09000002","Violence Against the Person",2018-01-01,480
"753","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-02-01,116
"754","Barking and Dagenham","E09000002","Burglary",2018-02-01,181
"755","Barking and Dagenham","E09000002","Drug Offences",2018-02-01,80
"756","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-02-01,27
"757","Barking and Dagenham","E09000002","Robbery",2018-02-01,72
"758","Barking and Dagenham","E09000002","Sexual Offences",2018-02-01,23
"759","Barking and Dagenham","E09000002","Theft and Handling",2018-02-01,431
"760","Barking and Dagenham","E09000002","Violence Against the Person",2018-02-01,479
"761","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-03-01,125
"762","Barking and Dagenham","E09000002","Burglary",2018-03-01,183
"763","Barking and Dagenham","E09000002","Drug Offences",2018-03-01,83
"764","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-03-01,44
"765","Barking and Dagenham","E09000002","Robbery",2018-03-01,77
"766","Barking and Dagenham","E09000002","Sexual Offences",2018-03-01,41
"767","Barking and Dagenham","E09000002","Theft and Handling",2018-03-01,459
"768","Barking and Dagenham","E09000002","Violence Against the Person",2018-03-01,561
"769","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-04-01,131
"770","Barking and Dagenham","E09000002","Burglary",2018-04-01,137
"771","Barking and Dagenham","E09000002","Drug Offences",2018-04-01,71
"772","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-04-01,37
"773","Barking and Dagenham","E09000002","Robbery",2018-04-01,50
"774","Barking and Dagenham","E09000002","Sexual Offences",2018-04-01,41
"775","Barking and Dagenham","E09000002","Theft and Handling",2018-04-01,428
"776","Barking and Dagenham","E09000002","Violence Against the Person",2018-04-01,522
"777","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-05-01,136
"778","Barking and Dagenham","E09000002","Burglary",2018-05-01,128
"779","Barking and Dagenham","E09000002","Drug Offences",2018-05-01,75
"780","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-05-01,40
"781","Barking and Dagenham","E09000002","Robbery",2018-05-01,43
"782","Barking and Dagenham","E09000002","Sexual Offences",2018-05-01,46
"783","Barking and Dagenham","E09000002","Theft and Handling",2018-05-01,450
"784","Barking and Dagenham","E09000002","Violence Against the Person",2018-05-01,547
"785","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-06-01,137
"786","Barking and Dagenham","E09000002","Burglary",2018-06-01,127
"787","Barking and Dagenham","E09000002","Drug Offences",2018-06-01,70
"788","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-06-01,39
"789","Barking and Dagenham","E09000002","Robbery",2018-06-01,82
"790","Barking and Dagenham","E09000002","Sexual Offences",2018-06-01,45
"791","Barking and Dagenham","E09000002","Theft and Handling",2018-06-01,483
"792","Barking and Dagenham","E09000002","Violence Against the Person",2018-06-01,559
"793","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-07-01,145
"794","Barking and Dagenham","E09000002","Burglary",2018-07-01,133
"795","Barking and Dagenham","E09000002","Drug Offences",2018-07-01,78
"796","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-07-01,36
"797","Barking and Dagenham","E09000002","Robbery",2018-07-01,82
"798","Barking and Dagenham","E09000002","Sexual Offences",2018-07-01,43
"799","Barking and Dagenham","E09000002","Theft and Handling",2018-07-01,461
"800","Barking and Dagenham","E09000002","Violence Against the Person",2018-07-01,618
"801","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-08-01,109
"802","Barking and Dagenham","E09000002","Burglary",2018-08-01,122
"803","Barking and Dagenham","E09000002","Drug Offences",2018-08-01,63
"804","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-08-01,26
"805","Barking and Dagenham","E09000002","Robbery",2018-08-01,59
"806","Barking and Dagenham","E09000002","Sexual Offences",2018-08-01,35
"807","Barking and Dagenham","E09000002","Theft and Handling",2018-08-01,484
"808","Barking and Dagenham","E09000002","Violence Against the Person",2018-08-01,524
"809","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-09-01,114
"810","Barking and Dagenham","E09000002","Burglary",2018-09-01,153
"811","Barking and Dagenham","E09000002","Drug Offences",2018-09-01,76
"812","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-09-01,26
"813","Barking and Dagenham","E09000002","Robbery",2018-09-01,66
"814","Barking and Dagenham","E09000002","Sexual Offences",2018-09-01,41
"815","Barking and Dagenham","E09000002","Theft and Handling",2018-09-01,431
"816","Barking and Dagenham","E09000002","Violence Against the Person",2018-09-01,533
"817","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-10-01,145
"818","Barking and Dagenham","E09000002","Burglary",2018-10-01,155
"819","Barking and Dagenham","E09000002","Drug Offences",2018-10-01,61
"820","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-10-01,19
"821","Barking and Dagenham","E09000002","Robbery",2018-10-01,78
"822","Barking and Dagenham","E09000002","Sexual Offences",2018-10-01,38
"823","Barking and Dagenham","E09000002","Theft and Handling",2018-10-01,515
"824","Barking and Dagenham","E09000002","Violence Against the Person",2018-10-01,549
"825","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-11-01,114
"826","Barking and Dagenham","E09000002","Burglary",2018-11-01,166
"827","Barking and Dagenham","E09000002","Drug Offences",2018-11-01,70
"828","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-11-01,32
"829","Barking and Dagenham","E09000002","Robbery",2018-11-01,79
"830","Barking and Dagenham","E09000002","Sexual Offences",2018-11-01,30
"831","Barking and Dagenham","E09000002","Theft and Handling",2018-11-01,527
"832","Barking and Dagenham","E09000002","Violence Against the Person",2018-11-01,507
"833","Barking and Dagenham","E09000002","Arson and Criminal Damage",2018-12-01,93
"834","Barking and Dagenham","E09000002","Burglary",2018-12-01,212
"835","Barking and Dagenham","E09000002","Drug Offences",2018-12-01,63
"836","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2018-12-01,33
"837","Barking and Dagenham","E09000002","Robbery",2018-12-01,62
"838","Barking and Dagenham","E09000002","Sexual Offences",2018-12-01,34
"839","Barking and Dagenham","E09000002","Theft and Handling",2018-12-01,445
"840","Barking and Dagenham","E09000002","Violence Against the Person",2018-12-01,563
"841","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-01-01,100
"842","Barking and Dagenham","E09000002","Burglary",2019-01-01,161
"843","Barking and Dagenham","E09000002","Drug Offences",2019-01-01,78
"844","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-01-01,16
"845","Barking and Dagenham","E09000002","Public Order Offences",2019-01-01,54
"846","Barking and Dagenham","E09000002","Robbery",2019-01-01,81
"847","Barking and Dagenham","E09000002","Sexual Offences",2019-01-01,39
"848","Barking and Dagenham","E09000002","Theft and Handling",2019-01-01,525
"849","Barking and Dagenham","E09000002","Violence Against the Person",2019-01-01,495
"850","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-02-01,127
"851","Barking and Dagenham","E09000002","Burglary",2019-02-01,129
"852","Barking and Dagenham","E09000002","Drug Offences",2019-02-01,68
"853","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-02-01,27
"854","Barking and Dagenham","E09000002","Public Order Offences",2019-02-01,79
"855","Barking and Dagenham","E09000002","Robbery",2019-02-01,75
"856","Barking and Dagenham","E09000002","Sexual Offences",2019-02-01,41
"857","Barking and Dagenham","E09000002","Theft and Handling",2019-02-01,533
"858","Barking and Dagenham","E09000002","Violence Against the Person",2019-02-01,455
"859","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-03-01,136
"860","Barking and Dagenham","E09000002","Burglary",2019-03-01,127
"861","Barking and Dagenham","E09000002","Drug Offences",2019-03-01,107
"862","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-03-01,20
"863","Barking and Dagenham","E09000002","Public Order Offences",2019-03-01,96
"864","Barking and Dagenham","E09000002","Robbery",2019-03-01,82
"865","Barking and Dagenham","E09000002","Sexual Offences",2019-03-01,34
"866","Barking and Dagenham","E09000002","Theft and Handling",2019-03-01,514
"867","Barking and Dagenham","E09000002","Violence Against the Person",2019-03-01,509
"868","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-04-01,131
"869","Barking and Dagenham","E09000002","Burglary",2019-04-01,122
"870","Barking and Dagenham","E09000002","Drug Offences",2019-04-01,97
"871","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-04-01,22
"872","Barking and Dagenham","E09000002","Public Order Offences",2019-04-01,96
"873","Barking and Dagenham","E09000002","Robbery",2019-04-01,91
"874","Barking and Dagenham","E09000002","Sexual Offences",2019-04-01,43
"875","Barking and Dagenham","E09000002","Theft and Handling",2019-04-01,541
"876","Barking and Dagenham","E09000002","Violence Against the Person",2019-04-01,457
"877","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-05-01,149
"878","Barking and Dagenham","E09000002","Burglary",2019-05-01,134
"879","Barking and Dagenham","E09000002","Drug Offences",2019-05-01,81
"880","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-05-01,34
"881","Barking and Dagenham","E09000002","Public Order Offences",2019-05-01,110
"882","Barking and Dagenham","E09000002","Robbery",2019-05-01,131
"883","Barking and Dagenham","E09000002","Sexual Offences",2019-05-01,42
"884","Barking and Dagenham","E09000002","Theft and Handling",2019-05-01,540
"885","Barking and Dagenham","E09000002","Violence Against the Person",2019-05-01,529
"886","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-06-01,115
"887","Barking and Dagenham","E09000002","Burglary",2019-06-01,124
"888","Barking and Dagenham","E09000002","Drug Offences",2019-06-01,92
"889","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-06-01,28
"890","Barking and Dagenham","E09000002","Public Order Offences",2019-06-01,107
"891","Barking and Dagenham","E09000002","Robbery",2019-06-01,104
"892","Barking and Dagenham","E09000002","Sexual Offences",2019-06-01,52
"893","Barking and Dagenham","E09000002","Theft and Handling",2019-06-01,516
"894","Barking and Dagenham","E09000002","Violence Against the Person",2019-06-01,493
"895","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-07-01,138
"896","Barking and Dagenham","E09000002","Burglary",2019-07-01,100
"897","Barking and Dagenham","E09000002","Drug Offences",2019-07-01,98
"898","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-07-01,17
"899","Barking and Dagenham","E09000002","Public Order Offences",2019-07-01,100
"900","Barking and Dagenham","E09000002","Robbery",2019-07-01,97
"901","Barking and Dagenham","E09000002","Sexual Offences",2019-07-01,47
"902","Barking and Dagenham","E09000002","Theft and Handling",2019-07-01,540
"903","Barking and Dagenham","E09000002","Violence Against the Person",2019-07-01,609
"904","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-08-01,120
"905","Barking and Dagenham","E09000002","Burglary",2019-08-01,102
"906","Barking and Dagenham","E09000002","Drug Offences",2019-08-01,79
"907","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-08-01,30
"908","Barking and Dagenham","E09000002","Public Order Offences",2019-08-01,89
"909","Barking and Dagenham","E09000002","Robbery",2019-08-01,75
"910","Barking and Dagenham","E09000002","Sexual Offences",2019-08-01,29
"911","Barking and Dagenham","E09000002","Theft and Handling",2019-08-01,458
"912","Barking and Dagenham","E09000002","Violence Against the Person",2019-08-01,500
"913","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-09-01,112
"914","Barking and Dagenham","E09000002","Burglary",2019-09-01,117
"915","Barking and Dagenham","E09000002","Drug Offences",2019-09-01,83
"916","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-09-01,21
"917","Barking and Dagenham","E09000002","Public Order Offences",2019-09-01,93
"918","Barking and Dagenham","E09000002","Robbery",2019-09-01,80
"919","Barking and Dagenham","E09000002","Sexual Offences",2019-09-01,45
"920","Barking and Dagenham","E09000002","Theft and Handling",2019-09-01,493
"921","Barking and Dagenham","E09000002","Violence Against the Person",2019-09-01,531
"922","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-10-01,115
"923","Barking and Dagenham","E09000002","Burglary",2019-10-01,124
"924","Barking and Dagenham","E09000002","Drug Offences",2019-10-01,95
"925","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-10-01,22
"926","Barking and Dagenham","E09000002","Public Order Offences",2019-10-01,126
"927","Barking and Dagenham","E09000002","Robbery",2019-10-01,98
"928","Barking and Dagenham","E09000002","Sexual Offences",2019-10-01,61
"929","Barking and Dagenham","E09000002","Theft and Handling",2019-10-01,560
"930","Barking and Dagenham","E09000002","Violence Against the Person",2019-10-01,529
"931","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-11-01,106
"932","Barking and Dagenham","E09000002","Burglary",2019-11-01,142
"933","Barking and Dagenham","E09000002","Drug Offences",2019-11-01,99
"934","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-11-01,25
"935","Barking and Dagenham","E09000002","Public Order Offences",2019-11-01,81
"936","Barking and Dagenham","E09000002","Robbery",2019-11-01,70
"937","Barking and Dagenham","E09000002","Sexual Offences",2019-11-01,39
"938","Barking and Dagenham","E09000002","Theft and Handling",2019-11-01,538
"939","Barking and Dagenham","E09000002","Violence Against the Person",2019-11-01,485
"940","Barking and Dagenham","E09000002","Arson and Criminal Damage",2019-12-01,127
"941","Barking and Dagenham","E09000002","Burglary",2019-12-01,154
"942","Barking and Dagenham","E09000002","Drug Offences",2019-12-01,82
"943","Barking and Dagenham","E09000002","Miscellaneous Crimes Against Society",2019-12-01,20
"944","Barking and Dagenham","E09000002","Public Order Offences",2019-12-01,92
"945","Barking and Dagenham","E09000002","Robbery",2019-12-01,56
"946","Barking and Dagenham","E09000002","Sexual Offences",2019-12-01,45
"947","Barking and Dagenham","E09000002","Theft and Handling",2019-12-01,521
"948","Barking and Dagenham","E09000002","Violence Against the Person",2019-12-01,511
"949","Barnet","E09000003","Arson and Criminal Damage",2010-04-01,230
"950","Barnet","E09000003","Burglary",2010-04-01,348
"951","Barnet","E09000003","Drug Offences",2010-04-01,110
"952","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-04-01,70
"953","Barnet","E09000003","Robbery",2010-04-01,61
"954","Barnet","E09000003","Sexual Offences",2010-04-01,14
"955","Barnet","E09000003","Theft and Handling",2010-04-01,837
"956","Barnet","E09000003","Violence Against the Person",2010-04-01,353
"957","Barnet","E09000003","Arson and Criminal Damage",2010-05-01,246
"958","Barnet","E09000003","Burglary",2010-05-01,306
"959","Barnet","E09000003","Drug Offences",2010-05-01,89
"960","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-05-01,86
"961","Barnet","E09000003","Robbery",2010-05-01,68
"962","Barnet","E09000003","Sexual Offences",2010-05-01,24
"963","Barnet","E09000003","Theft and Handling",2010-05-01,842
"964","Barnet","E09000003","Violence Against the Person",2010-05-01,394
"965","Barnet","E09000003","Arson and Criminal Damage",2010-06-01,272
"966","Barnet","E09000003","Burglary",2010-06-01,336
"967","Barnet","E09000003","Drug Offences",2010-06-01,94
"968","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-06-01,84
"969","Barnet","E09000003","Robbery",2010-06-01,86
"970","Barnet","E09000003","Sexual Offences",2010-06-01,27
"971","Barnet","E09000003","Theft and Handling",2010-06-01,954
"972","Barnet","E09000003","Violence Against the Person",2010-06-01,370
"973","Barnet","E09000003","Arson and Criminal Damage",2010-07-01,251
"974","Barnet","E09000003","Burglary",2010-07-01,332
"975","Barnet","E09000003","Drug Offences",2010-07-01,85
"976","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-07-01,87
"977","Barnet","E09000003","Robbery",2010-07-01,73
"978","Barnet","E09000003","Sexual Offences",2010-07-01,23
"979","Barnet","E09000003","Theft and Handling",2010-07-01,873
"980","Barnet","E09000003","Violence Against the Person",2010-07-01,407
"981","Barnet","E09000003","Arson and Criminal Damage",2010-08-01,213
"982","Barnet","E09000003","Burglary",2010-08-01,360
"983","Barnet","E09000003","Drug Offences",2010-08-01,66
"984","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-08-01,118
"985","Barnet","E09000003","Robbery",2010-08-01,72
"986","Barnet","E09000003","Sexual Offences",2010-08-01,13
"987","Barnet","E09000003","Theft and Handling",2010-08-01,815
"988","Barnet","E09000003","Violence Against the Person",2010-08-01,387
"989","Barnet","E09000003","Arson and Criminal Damage",2010-09-01,225
"990","Barnet","E09000003","Burglary",2010-09-01,374
"991","Barnet","E09000003","Drug Offences",2010-09-01,118
"992","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-09-01,81
"993","Barnet","E09000003","Robbery",2010-09-01,77
"994","Barnet","E09000003","Sexual Offences",2010-09-01,22
"995","Barnet","E09000003","Theft and Handling",2010-09-01,863
"996","Barnet","E09000003","Violence Against the Person",2010-09-01,360
"997","Barnet","E09000003","Arson and Criminal Damage",2010-10-01,233
"998","Barnet","E09000003","Burglary",2010-10-01,389
"999","Barnet","E09000003","Drug Offences",2010-10-01,111
"1000","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-10-01,97
"1001","Barnet","E09000003","Robbery",2010-10-01,97
"1002","Barnet","E09000003","Sexual Offences",2010-10-01,25
"1003","Barnet","E09000003","Theft and Handling",2010-10-01,792
"1004","Barnet","E09000003","Violence Against the Person",2010-10-01,405
"1005","Barnet","E09000003","Arson and Criminal Damage",2010-11-01,215
"1006","Barnet","E09000003","Burglary",2010-11-01,465
"1007","Barnet","E09000003","Drug Offences",2010-11-01,88
"1008","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-11-01,105
"1009","Barnet","E09000003","Robbery",2010-11-01,75
"1010","Barnet","E09000003","Sexual Offences",2010-11-01,29
"1011","Barnet","E09000003","Theft and Handling",2010-11-01,756
"1012","Barnet","E09000003","Violence Against the Person",2010-11-01,347
"1013","Barnet","E09000003","Arson and Criminal Damage",2010-12-01,190
"1014","Barnet","E09000003","Burglary",2010-12-01,381
"1015","Barnet","E09000003","Drug Offences",2010-12-01,86
"1016","Barnet","E09000003","Miscellaneous Crimes Against Society",2010-12-01,90
"1017","Barnet","E09000003","Robbery",2010-12-01,58
"1018","Barnet","E09000003","Sexual Offences",2010-12-01,19
"1019","Barnet","E09000003","Theft and Handling",2010-12-01,658
"1020","Barnet","E09000003","Violence Against the Person",2010-12-01,355
"1021","Barnet","E09000003","Arson and Criminal Damage",2011-01-01,182
"1022","Barnet","E09000003","Burglary",2011-01-01,492
"1023","Barnet","E09000003","Drug Offences",2011-01-01,139
"1024","Barnet","E09000003","Miscellaneous Crimes Against Society",2011-01-01,101
"1025","Barnet","E09000003","Robbery",2011-01-01,106
"1026","Barnet","E09000003","Sexual Offences",2011-01-01,32
"1027","Barnet","E09000003","Theft and Handling",2011-01-01,690
"1028","Barnet","E09000003","Violence Against the Person",2011-01-01,345
"1029","Barnet","E09000003","Arson and Criminal Damage",2011-02-01,201
"1030","Barnet","E09000003","Burglary",2011-02-01,415
