"","Borough","GSS_Code","MajorText","Date","count_by_borough"
"1","Barking and Dagenham","E09000002","Burglary",2015-01-01,182
"2","Barking and Dagenham","E09000002","Criminal Damage",2015-01-01,121
"3","Barking and Dagenham","E09000002","Drugs",2015-01-01,85
"4","Barking and Dagenham","E09000002","Fraud or Forgery",2015-01-01,2
"5","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-01-01,20
"6","Barking and Dagenham","E09000002","Robbery",2015-01-01,51
"7","Barking and Dagenham","E09000002","Sexual Offences",2015-01-01,37
"8","Barking and Dagenham","E09000002","Theft and Handling",2015-01-01,343
"9","Barking and Dagenham","E09000002","Violence Against The Person",2015-01-01,428
"10","Barking and Dagenham","E09000002","Burglary",2015-02-01,138
"11","Barking and Dagenham","E09000002","Criminal Damage",2015-02-01,123
"12","Barking and Dagenham","E09000002","Drugs",2015-02-01,74
"13","Barking and Dagenham","E09000002","Fraud or Forgery",2015-02-01,0
"14","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-02-01,26
"15","Barking and Dagenham","E09000002","Robbery",2015-02-01,37
"16","Barking and Dagenham","E09000002","Sexual Offences",2015-02-01,33
"17","Barking and Dagenham","E09000002","Theft and Handling",2015-02-01,382
"18","Barking and Dagenham","E09000002","Violence Against The Person",2015-02-01,376
"19","Barking and Dagenham","E09000002","Burglary",2015-03-01,169
"20","Barking and Dagenham","E09000002","Criminal Damage",2015-03-01,162
"21","Barking and Dagenham","E09000002","Drugs",2015-03-01,77
"22","Barking and Dagenham","E09000002","Fraud or Forgery",2015-03-01,1
"23","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-03-01,36
"24","Barking and Dagenham","E09000002","Robbery",2015-03-01,46
"25","Barking and Dagenham","E09000002","Sexual Offences",2015-03-01,45
"26","Barking and Dagenham","E09000002","Theft and Handling",2015-03-01,446
"27","Barking and Dagenham","E09000002","Violence Against The Person",2015-03-01,524
"28","Barking and Dagenham","E09000002","Burglary",2015-04-01,106
"29","Barking and Dagenham","E09000002","Criminal Damage",2015-04-01,143
"30","Barking and Dagenham","E09000002","Drugs",2015-04-01,74
"31","Barking and Dagenham","E09000002","Fraud or Forgery",2015-04-01,4
"32","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-04-01,22
"33","Barking and Dagenham","E09000002","Robbery",2015-04-01,42
"34","Barking and Dagenham","E09000002","Sexual Offences",2015-04-01,23
"35","Barking and Dagenham","E09000002","Theft and Handling",2015-04-01,428
"36","Barking and Dagenham","E09000002","Violence Against The Person",2015-04-01,467
"37","Barking and Dagenham","E09000002","Burglary",2015-05-01,100
"38","Barking and Dagenham","E09000002","Criminal Damage",2015-05-01,187
"39","Barking and Dagenham","E09000002","Drugs",2015-05-01,85
"40","Barking and Dagenham","E09000002","Fraud or Forgery",2015-05-01,1
"41","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-05-01,30
"42","Barking and Dagenham","E09000002","Robbery",2015-05-01,51
"43","Barking and Dagenham","E09000002","Sexual Offences",2015-05-01,29
"44","Barking and Dagenham","E09000002","Theft and Handling",2015-05-01,435
"45","Barking and Dagenham","E09000002","Violence Against The Person",2015-05-01,549
"46","Barking and Dagenham","E09000002","Burglary",2015-06-01,94
"47","Barking and Dagenham","E09000002","Criminal Damage",2015-06-01,145
"48","Barking and Dagenham","E09000002","Drugs",2015-06-01,95
"49","Barking and Dagenham","E09000002","Fraud or Forgery",2015-06-01,3
"50","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-06-01,25
"51","Barking and Dagenham","E09000002","Robbery",2015-06-01,41
"52","Barking and Dagenham","E09000002","Sexual Offences",2015-06-01,31
"53","Barking and Dagenham","E09000002","Theft and Handling",2015-06-01,445
"54","Barking and Dagenham","E09000002","Violence Against The Person",2015-06-01,518
"55","Barking and Dagenham","E09000002","Burglary",2015-07-01,131
"56","Barking and Dagenham","E09000002","Criminal Damage",2015-07-01,175
"57","Barking and Dagenham","E09000002","Drugs",2015-07-01,78
"58","Barking and Dagenham","E09000002","Fraud or Forgery",2015-07-01,2
"59","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-07-01,20
"60","Barking and Dagenham","E09000002","Robbery",2015-07-01,47
"61","Barking and Dagenham","E09000002","Sexual Offences",2015-07-01,36
"62","Barking and Dagenham","E09000002","Theft and Handling",2015-07-01,491
"63","Barking and Dagenham","E09000002","Violence Against The Person",2015-07-01,554
"64","Barking and Dagenham","E09000002","Burglary",2015-08-01,145
"65","Barking and Dagenham","E09000002","Criminal Damage",2015-08-01,145
"66","Barking and Dagenham","E09000002","Drugs",2015-08-01,65
"67","Barking and Dagenham","E09000002","Fraud or Forgery",2015-08-01,4
"68","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-08-01,35
"69","Barking and Dagenham","E09000002","Robbery",2015-08-01,44
"70","Barking and Dagenham","E09000002","Sexual Offences",2015-08-01,25
"71","Barking and Dagenham","E09000002","Theft and Handling",2015-08-01,432
"72","Barking and Dagenham","E09000002","Violence Against The Person",2015-08-01,477
"73","Barking and Dagenham","E09000002","Burglary",2015-09-01,127
"74","Barking and Dagenham","E09000002","Criminal Damage",2015-09-01,147
"75","Barking and Dagenham","E09000002","Drugs",2015-09-01,80
"76","Barking and Dagenham","E09000002","Fraud or Forgery",2015-09-01,1
"77","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-09-01,34
"78","Barking and Dagenham","E09000002","Robbery",2015-09-01,52
"79","Barking and Dagenham","E09000002","Sexual Offences",2015-09-01,26
"80","Barking and Dagenham","E09000002","Theft and Handling",2015-09-01,418
"81","Barking and Dagenham","E09000002","Violence Against The Person",2015-09-01,517
"82","Barking and Dagenham","E09000002","Burglary",2015-10-01,138
"83","Barking and Dagenham","E09000002","Criminal Damage",2015-10-01,124
"84","Barking and Dagenham","E09000002","Drugs",2015-10-01,79
"85","Barking and Dagenham","E09000002","Fraud or Forgery",2015-10-01,2
"86","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-10-01,34
"87","Barking and Dagenham","E09000002","Robbery",2015-10-01,50
"88","Barking and Dagenham","E09000002","Sexual Offences",2015-10-01,30
"89","Barking and Dagenham","E09000002","Theft and Handling",2015-10-01,410
"90","Barking and Dagenham","E09000002","Violence Against The Person",2015-10-01,495
"91","Barking and Dagenham","E09000002","Burglary",2015-11-01,148
"92","Barking and Dagenham","E09000002","Criminal Damage",2015-11-01,169
"93","Barking and Dagenham","E09000002","Drugs",2015-11-01,76
"94","Barking and Dagenham","E09000002","Fraud or Forgery",2015-11-01,0
"95","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-11-01,28
"96","Barking and Dagenham","E09000002","Robbery",2015-11-01,41
"97","Barking and Dagenham","E09000002","Sexual Offences",2015-11-01,46
"98","Barking and Dagenham","E09000002","Theft and Handling",2015-11-01,475
"99","Barking and Dagenham","E09000002","Violence Against The Person",2015-11-01,500
"100","Barking and Dagenham","E09000002","Burglary",2015-12-01,151
"101","Barking and Dagenham","E09000002","Criminal Damage",2015-12-01,182
"102","Barking and Dagenham","E09000002","Drugs",2015-12-01,79
"103","Barking and Dagenham","E09000002","Fraud or Forgery",2015-12-01,2
"104","Barking and Dagenham","E09000002","Other Notifiable Offences",2015-12-01,23
"105","Barking and Dagenham","E09000002","Robbery",2015-12-01,51
"106","Barking and Dagenham","E09000002","Sexual Offences",2015-12-01,45
"107","Barking and Dagenham","E09000002","Theft and Handling",2015-12-01,431
"108","Barking and Dagenham","E09000002","Violence Against The Person",2015-12-01,495
"109","Barking and Dagenham","E09000002","Burglary",2016-01-01,147
"110","Barking and Dagenham","E09000002","Criminal Damage",2016-01-01,167
"111","Barking and Dagenham","E09000002","Drugs",2016-01-01,83
"112","Barking and Dagenham","E09000002","Fraud or Forgery",2016-01-01,0
"113","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-01-01,30
"114","Barking and Dagenham","E09000002","Robbery",2016-01-01,50
"115","Barking and Dagenham","E09000002","Sexual Offences",2016-01-01,34
"116","Barking and Dagenham","E09000002","Theft and Handling",2016-01-01,423
"117","Barking and Dagenham","E09000002","Violence Against The Person",2016-01-01,477
"118","Barking and Dagenham","E09000002","Burglary",2016-02-01,139
"119","Barking and Dagenham","E09000002","Criminal Damage",2016-02-01,181
"120","Barking and Dagenham","E09000002","Drugs",2016-02-01,84
"121","Barking and Dagenham","E09000002","Fraud or Forgery",2016-02-01,0
"122","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-02-01,33
"123","Barking and Dagenham","E09000002","Robbery",2016-02-01,49
"124","Barking and Dagenham","E09000002","Sexual Offences",2016-02-01,32
"125","Barking and Dagenham","E09000002","Theft and Handling",2016-02-01,422
"126","Barking and Dagenham","E09000002","Violence Against The Person",2016-02-01,465
"127","Barking and Dagenham","E09000002","Burglary",2016-03-01,106
"128","Barking and Dagenham","E09000002","Criminal Damage",2016-03-01,173
"129","Barking and Dagenham","E09000002","Drugs",2016-03-01,70
"130","Barking and Dagenham","E09000002","Fraud or Forgery",2016-03-01,3
"131","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-03-01,28
"132","Barking and Dagenham","E09000002","Robbery",2016-03-01,53
"133","Barking and Dagenham","E09000002","Sexual Offences",2016-03-01,42
"134","Barking and Dagenham","E09000002","Theft and Handling",2016-03-01,506
"135","Barking and Dagenham","E09000002","Violence Against The Person",2016-03-01,556
"136","Barking and Dagenham","E09000002","Burglary",2016-04-01,89
"137","Barking and Dagenham","E09000002","Criminal Damage",2016-04-01,144
"138","Barking and Dagenham","E09000002","Drugs",2016-04-01,85
"139","Barking and Dagenham","E09000002","Fraud or Forgery",2016-04-01,1
"140","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-04-01,26
"141","Barking and Dagenham","E09000002","Robbery",2016-04-01,36
"142","Barking and Dagenham","E09000002","Sexual Offences",2016-04-01,39
"143","Barking and Dagenham","E09000002","Theft and Handling",2016-04-01,488
"144","Barking and Dagenham","E09000002","Violence Against The Person",2016-04-01,472
"145","Barking and Dagenham","E09000002","Burglary",2016-05-01,119
"146","Barking and Dagenham","E09000002","Criminal Damage",2016-05-01,203
"147","Barking and Dagenham","E09000002","Drugs",2016-05-01,78
"148","Barking and Dagenham","E09000002","Fraud or Forgery",2016-05-01,2
"149","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-05-01,48
"150","Barking and Dagenham","E09000002","Robbery",2016-05-01,52
"151","Barking and Dagenham","E09000002","Sexual Offences",2016-05-01,34
"152","Barking and Dagenham","E09000002","Theft and Handling",2016-05-01,500
"153","Barking and Dagenham","E09000002","Violence Against The Person",2016-05-01,558
"154","Barking and Dagenham","E09000002","Burglary",2016-06-01,109
"155","Barking and Dagenham","E09000002","Criminal Damage",2016-06-01,160
"156","Barking and Dagenham","E09000002","Drugs",2016-06-01,80
"157","Barking and Dagenham","E09000002","Fraud or Forgery",2016-06-01,1
"158","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-06-01,38
"159","Barking and Dagenham","E09000002","Robbery",2016-06-01,54
"160","Barking and Dagenham","E09000002","Sexual Offences",2016-06-01,36
"161","Barking and Dagenham","E09000002","Theft and Handling",2016-06-01,475
"162","Barking and Dagenham","E09000002","Violence Against The Person",2016-06-01,537
"163","Barking and Dagenham","E09000002","Burglary",2016-07-01,86
"164","Barking and Dagenham","E09000002","Criminal Damage",2016-07-01,181
"165","Barking and Dagenham","E09000002","Drugs",2016-07-01,84
"166","Barking and Dagenham","E09000002","Fraud or Forgery",2016-07-01,0
"167","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-07-01,31
"168","Barking and Dagenham","E09000002","Robbery",2016-07-01,45
"169","Barking and Dagenham","E09000002","Sexual Offences",2016-07-01,26
"170","Barking and Dagenham","E09000002","Theft and Handling",2016-07-01,497
"171","Barking and Dagenham","E09000002","Violence Against The Person",2016-07-01,612
"172","Barking and Dagenham","E09000002","Burglary",2016-08-01,86
"173","Barking and Dagenham","E09000002","Criminal Damage",2016-08-01,165
"174","Barking and Dagenham","E09000002","Drugs",2016-08-01,63
"175","Barking and Dagenham","E09000002","Fraud or Forgery",2016-08-01,2
"176","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-08-01,30
"177","Barking and Dagenham","E09000002","Robbery",2016-08-01,36
"178","Barking and Dagenham","E09000002","Sexual Offences",2016-08-01,34
"179","Barking and Dagenham","E09000002","Theft and Handling",2016-08-01,454
"180","Barking and Dagenham","E09000002","Violence Against The Person",2016-08-01,514
"181","Barking and Dagenham","E09000002","Burglary",2016-09-01,93
"182","Barking and Dagenham","E09000002","Criminal Damage",2016-09-01,149
"183","Barking and Dagenham","E09000002","Drugs",2016-09-01,74
"184","Barking and Dagenham","E09000002","Fraud or Forgery",2016-09-01,2
"185","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-09-01,35
"186","Barking and Dagenham","E09000002","Robbery",2016-09-01,49
"187","Barking and Dagenham","E09000002","Sexual Offences",2016-09-01,30
"188","Barking and Dagenham","E09000002","Theft and Handling",2016-09-01,465
"189","Barking and Dagenham","E09000002","Violence Against The Person",2016-09-01,502
"190","Barking and Dagenham","E09000002","Burglary",2016-10-01,98
"191","Barking and Dagenham","E09000002","Criminal Damage",2016-10-01,159
"192","Barking and Dagenham","E09000002","Drugs",2016-10-01,97
"193","Barking and Dagenham","E09000002","Fraud or Forgery",2016-10-01,4
"194","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-10-01,25
"195","Barking and Dagenham","E09000002","Robbery",2016-10-01,39
"196","Barking and Dagenham","E09000002","Sexual Offences",2016-10-01,38
"197","Barking and Dagenham","E09000002","Theft and Handling",2016-10-01,467
"198","Barking and Dagenham","E09000002","Violence Against The Person",2016-10-01,445
"199","Barking and Dagenham","E09000002","Burglary",2016-11-01,97
"200","Barking and Dagenham","E09000002","Criminal Damage",2016-11-01,141
"201","Barking and Dagenham","E09000002","Drugs",2016-11-01,61
"202","Barking and Dagenham","E09000002","Fraud or Forgery",2016-11-01,0
"203","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-11-01,28
"204","Barking and Dagenham","E09000002","Robbery",2016-11-01,35
"205","Barking and Dagenham","E09000002","Sexual Offences",2016-11-01,35
"206","Barking and Dagenham","E09000002","Theft and Handling",2016-11-01,466
"207","Barking and Dagenham","E09000002","Violence Against The Person",2016-11-01,491
"208","Barking and Dagenham","E09000002","Burglary",2016-12-01,119
"209","Barking and Dagenham","E09000002","Criminal Damage",2016-12-01,131
"210","Barking and Dagenham","E09000002","Drugs",2016-12-01,60
"211","Barking and Dagenham","E09000002","Fraud or Forgery",2016-12-01,1
"212","Barking and Dagenham","E09000002","Other Notifiable Offences",2016-12-01,26
"213","Barking and Dagenham","E09000002","Robbery",2016-12-01,40
"214","Barking and Dagenham","E09000002","Sexual Offences",2016-12-01,37
"215","Barking and Dagenham","E09000002","Theft and Handling",2016-12-01,451
"216","Barking and Dagenham","E09000002","Violence Against The Person",2016-12-01,452
"217","Barking and Dagenham","E09000002","Burglary",2017-01-01,158
"218","Barking and Dagenham","E09000002","Criminal Damage",2017-01-01,135
"219","Barking and Dagenham","E09000002","Drugs",2017-01-01,66
"220","Barking and Dagenham","E09000002","Fraud or Forgery",2017-01-01,2
"221","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-01-01,25
"222","Barking and Dagenham","E09000002","Robbery",2017-01-01,31
"223","Barking and Dagenham","E09000002","Sexual Offences",2017-01-01,32
"224","Barking and Dagenham","E09000002","Theft and Handling",2017-01-01,470
"225","Barking and Dagenham","E09000002","Violence Against The Person",2017-01-01,431
"226","Barking and Dagenham","E09000002","Burglary",2017-02-01,201
"227","Barking and Dagenham","E09000002","Criminal Damage",2017-02-01,139
"228","Barking and Dagenham","E09000002","Drugs",2017-02-01,44
"229","Barking and Dagenham","E09000002","Fraud or Forgery",2017-02-01,4
"230","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-02-01,30
"231","Barking and Dagenham","E09000002","Robbery",2017-02-01,48
"232","Barking and Dagenham","E09000002","Sexual Offences",2017-02-01,31
"233","Barking and Dagenham","E09000002","Theft and Handling",2017-02-01,463
"234","Barking and Dagenham","E09000002","Violence Against The Person",2017-02-01,430
"235","Barking and Dagenham","E09000002","Burglary",2017-03-01,156
"236","Barking and Dagenham","E09000002","Criminal Damage",2017-03-01,150
"237","Barking and Dagenham","E09000002","Drugs",2017-03-01,74
"238","Barking and Dagenham","E09000002","Fraud or Forgery",2017-03-01,1
"239","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-03-01,33
"240","Barking and Dagenham","E09000002","Robbery",2017-03-01,50
"241","Barking and Dagenham","E09000002","Sexual Offences",2017-03-01,43
"242","Barking and Dagenham","E09000002","Theft and Handling",2017-03-01,495
"243","Barking and Dagenham","E09000002","Violence Against The Person",2017-03-01,575
"244","Barking and Dagenham","E09000002","Burglary",2017-04-01,150
"245","Barking and Dagenham","E09000002","Criminal Damage",2017-04-01,162
"246","Barking and Dagenham","E09000002","Drugs",2017-04-01,45
"247","Barking and Dagenham","E09000002","Fraud or Forgery",2017-04-01,1
"248","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-04-01,28
"249","Barking and Dagenham","E09000002","Robbery",2017-04-01,66
"250","Barking and Dagenham","E09000002","Sexual Offences",2017-04-01,31
"251","Barking and Dagenham","E09000002","Theft and Handling",2017-04-01,506
"252","Barking and Dagenham","E09000002","Violence Against The Person",2017-04-01,479
"253","Barking and Dagenham","E09000002","Burglary",2017-05-01,195
"254","Barking and Dagenham","E09000002","Criminal Damage",2017-05-01,158
"255","Barking and Dagenham","E09000002","Drugs",2017-05-01,70
"256","Barking and Dagenham","E09000002","Fraud or Forgery",2017-05-01,0
"257","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-05-01,30
"258","Barking and Dagenham","E09000002","Robbery",2017-05-01,58
"259","Barking and Dagenham","E09000002","Sexual Offences",2017-05-01,30
"260","Barking and Dagenham","E09000002","Theft and Handling",2017-05-01,566
"261","Barking and Dagenham","E09000002","Violence Against The Person",2017-05-01,580
"262","Barking and Dagenham","E09000002","Burglary",2017-06-01,128
"263","Barking and Dagenham","E09000002","Criminal Damage",2017-06-01,169
"264","Barking and Dagenham","E09000002","Drugs",2017-06-01,44
"265","Barking and Dagenham","E09000002","Fraud or Forgery",2017-06-01,3
"266","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-06-01,27
"267","Barking and Dagenham","E09000002","Robbery",2017-06-01,80
"268","Barking and Dagenham","E09000002","Sexual Offences",2017-06-01,35
"269","Barking and Dagenham","E09000002","Theft and Handling",2017-06-01,526
"270","Barking and Dagenham","E09000002","Violence Against The Person",2017-06-01,554
"271","Barking and Dagenham","E09000002","Burglary",2017-07-01,166
"272","Barking and Dagenham","E09000002","Criminal Damage",2017-07-01,155
"273","Barking and Dagenham","E09000002","Drugs",2017-07-01,64
"274","Barking and Dagenham","E09000002","Fraud or Forgery",2017-07-01,2
"275","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-07-01,35
"276","Barking and Dagenham","E09000002","Robbery",2017-07-01,122
"277","Barking and Dagenham","E09000002","Sexual Offences",2017-07-01,42
"278","Barking and Dagenham","E09000002","Theft and Handling",2017-07-01,500
"279","Barking and Dagenham","E09000002","Violence Against The Person",2017-07-01,606
"280","Barking and Dagenham","E09000002","Burglary",2017-08-01,128
"281","Barking and Dagenham","E09000002","Criminal Damage",2017-08-01,179
"282","Barking and Dagenham","E09000002","Drugs",2017-08-01,54
"283","Barking and Dagenham","E09000002","Fraud or Forgery",2017-08-01,2
"284","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-08-01,32
"285","Barking and Dagenham","E09000002","Robbery",2017-08-01,78
"286","Barking and Dagenham","E09000002","Sexual Offences",2017-08-01,40
"287","Barking and Dagenham","E09000002","Theft and Handling",2017-08-01,533
"288","Barking and Dagenham","E09000002","Violence Against The Person",2017-08-01,536
"289","Barking and Dagenham","E09000002","Burglary",2017-09-01,119
"290","Barking and Dagenham","E09000002","Criminal Damage",2017-09-01,145
"291","Barking and Dagenham","E09000002","Drugs",2017-09-01,52
"292","Barking and Dagenham","E09000002","Fraud or Forgery",2017-09-01,5
"293","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-09-01,38
"294","Barking and Dagenham","E09000002","Robbery",2017-09-01,78
"295","Barking and Dagenham","E09000002","Sexual Offences",2017-09-01,24
"296","Barking and Dagenham","E09000002","Theft and Handling",2017-09-01,523
"297","Barking and Dagenham","E09000002","Violence Against The Person",2017-09-01,537
"298","Barking and Dagenham","E09000002","Burglary",2017-10-01,167
"299","Barking and Dagenham","E09000002","Criminal Damage",2017-10-01,150
"300","Barking and Dagenham","E09000002","Drugs",2017-10-01,83
"301","Barking and Dagenham","E09000002","Fraud or Forgery",2017-10-01,2
"302","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-10-01,25
"303","Barking and Dagenham","E09000002","Robbery",2017-10-01,84
"304","Barking and Dagenham","E09000002","Sexual Offences",2017-10-01,48
"305","Barking and Dagenham","E09000002","Theft and Handling",2017-10-01,512
"306","Barking and Dagenham","E09000002","Violence Against The Person",2017-10-01,542
"307","Barking and Dagenham","E09000002","Burglary",2017-11-01,138
"308","Barking and Dagenham","E09000002","Criminal Damage",2017-11-01,116
"309","Barking and Dagenham","E09000002","Drugs",2017-11-01,85
"310","Barking and Dagenham","E09000002","Fraud or Forgery",2017-11-01,3
"311","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-11-01,32
"312","Barking and Dagenham","E09000002","Robbery",2017-11-01,94
"313","Barking and Dagenham","E09000002","Sexual Offences",2017-11-01,53
"314","Barking and Dagenham","E09000002","Theft and Handling",2017-11-01,474
"315","Barking and Dagenham","E09000002","Violence Against The Person",2017-11-01,502
"316","Barking and Dagenham","E09000002","Burglary",2017-12-01,169
"317","Barking and Dagenham","E09000002","Criminal Damage",2017-12-01,124
"318","Barking and Dagenham","E09000002","Drugs",2017-12-01,57
"319","Barking and Dagenham","E09000002","Fraud or Forgery",2017-12-01,2
"320","Barking and Dagenham","E09000002","Other Notifiable Offences",2017-12-01,29
"321","Barking and Dagenham","E09000002","Robbery",2017-12-01,75
"322","Barking and Dagenham","E09000002","Sexual Offences",2017-12-01,34
"323","Barking and Dagenham","E09000002","Theft and Handling",2017-12-01,435
"324","Barking and Dagenham","E09000002","Violence Against The Person",2017-12-01,501
"325","Barking and Dagenham","E09000002","Burglary",2018-01-01,205
"326","Barking and Dagenham","E09000002","Criminal Damage",2018-01-01,142
"327","Barking and Dagenham","E09000002","Drugs",2018-01-01,65
"328","Barking and Dagenham","E09000002","Fraud or Forgery",2018-01-01,2
"329","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-01-01,27
"330","Barking and Dagenham","E09000002","Robbery",2018-01-01,68
"331","Barking and Dagenham","E09000002","Sexual Offences",2018-01-01,39
"332","Barking and Dagenham","E09000002","Theft and Handling",2018-01-01,448
"333","Barking and Dagenham","E09000002","Violence Against The Person",2018-01-01,480
"334","Barking and Dagenham","E09000002","Burglary",2018-02-01,181
"335","Barking and Dagenham","E09000002","Criminal Damage",2018-02-01,116
"336","Barking and Dagenham","E09000002","Drugs",2018-02-01,80
"337","Barking and Dagenham","E09000002","Fraud or Forgery",2018-02-01,2
"338","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-02-01,25
"339","Barking and Dagenham","E09000002","Robbery",2018-02-01,72
"340","Barking and Dagenham","E09000002","Sexual Offences",2018-02-01,23
"341","Barking and Dagenham","E09000002","Theft and Handling",2018-02-01,431
"342","Barking and Dagenham","E09000002","Violence Against The Person",2018-02-01,479
"343","Barking and Dagenham","E09000002","Burglary",2018-03-01,183
"344","Barking and Dagenham","E09000002","Criminal Damage",2018-03-01,125
"345","Barking and Dagenham","E09000002","Drugs",2018-03-01,83
"346","Barking and Dagenham","E09000002","Fraud or Forgery",2018-03-01,5
"347","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-03-01,39
"348","Barking and Dagenham","E09000002","Robbery",2018-03-01,77
"349","Barking and Dagenham","E09000002","Sexual Offences",2018-03-01,41
"350","Barking and Dagenham","E09000002","Theft and Handling",2018-03-01,459
"351","Barking and Dagenham","E09000002","Violence Against The Person",2018-03-01,561
"352","Barking and Dagenham","E09000002","Burglary",2018-04-01,137
"353","Barking and Dagenham","E09000002","Criminal Damage",2018-04-01,131
"354","Barking and Dagenham","E09000002","Drugs",2018-04-01,71
"355","Barking and Dagenham","E09000002","Fraud or Forgery",2018-04-01,3
"356","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-04-01,34
"357","Barking and Dagenham","E09000002","Robbery",2018-04-01,50
"358","Barking and Dagenham","E09000002","Sexual Offences",2018-04-01,41
"359","Barking and Dagenham","E09000002","Theft and Handling",2018-04-01,428
"360","Barking and Dagenham","E09000002","Violence Against The Person",2018-04-01,522
"361","Barking and Dagenham","E09000002","Burglary",2018-05-01,128
"362","Barking and Dagenham","E09000002","Criminal Damage",2018-05-01,136
"363","Barking and Dagenham","E09000002","Drugs",2018-05-01,75
"364","Barking and Dagenham","E09000002","Fraud or Forgery",2018-05-01,2
"365","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-05-01,38
"366","Barking and Dagenham","E09000002","Robbery",2018-05-01,43
"367","Barking and Dagenham","E09000002","Sexual Offences",2018-05-01,46
"368","Barking and Dagenham","E09000002","Theft and Handling",2018-05-01,450
"369","Barking and Dagenham","E09000002","Violence Against The Person",2018-05-01,547
"370","Barking and Dagenham","E09000002","Burglary",2018-06-01,127
"371","Barking and Dagenham","E09000002","Criminal Damage",2018-06-01,137
"372","Barking and Dagenham","E09000002","Drugs",2018-06-01,70
"373","Barking and Dagenham","E09000002","Fraud or Forgery",2018-06-01,2
"374","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-06-01,37
"375","Barking and Dagenham","E09000002","Robbery",2018-06-01,82
"376","Barking and Dagenham","E09000002","Sexual Offences",2018-06-01,45
"377","Barking and Dagenham","E09000002","Theft and Handling",2018-06-01,483
"378","Barking and Dagenham","E09000002","Violence Against The Person",2018-06-01,559
"379","Barking and Dagenham","E09000002","Burglary",2018-07-01,133
"380","Barking and Dagenham","E09000002","Criminal Damage",2018-07-01,145
"381","Barking and Dagenham","E09000002","Drugs",2018-07-01,78
"382","Barking and Dagenham","E09000002","Fraud or Forgery",2018-07-01,0
"383","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-07-01,36
"384","Barking and Dagenham","E09000002","Robbery",2018-07-01,82
"385","Barking and Dagenham","E09000002","Sexual Offences",2018-07-01,43
"386","Barking and Dagenham","E09000002","Theft and Handling",2018-07-01,461
"387","Barking and Dagenham","E09000002","Violence Against The Person",2018-07-01,618
"388","Barking and Dagenham","E09000002","Burglary",2018-08-01,122
"389","Barking and Dagenham","E09000002","Criminal Damage",2018-08-01,109
"390","Barking and Dagenham","E09000002","Drugs",2018-08-01,63
"391","Barking and Dagenham","E09000002","Fraud or Forgery",2018-08-01,0
"392","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-08-01,26
"393","Barking and Dagenham","E09000002","Robbery",2018-08-01,59
"394","Barking and Dagenham","E09000002","Sexual Offences",2018-08-01,35
"395","Barking and Dagenham","E09000002","Theft and Handling",2018-08-01,484
"396","Barking and Dagenham","E09000002","Violence Against The Person",2018-08-01,524
"397","Barking and Dagenham","E09000002","Burglary",2018-09-01,153
"398","Barking and Dagenham","E09000002","Criminal Damage",2018-09-01,114
"399","Barking and Dagenham","E09000002","Drugs",2018-09-01,76
"400","Barking and Dagenham","E09000002","Fraud or Forgery",2018-09-01,2
"401","Barking and Dagenham","E09000002","Other Notifiable Offences",2018-09-01,24
"402","Barking and Dagenham","E09000002","Robbery",2018-09-01,66
"403","Barking and Dagenham","E09000002","Sexual Offences",2018-09-01,41
